study_name,trial_id,tumor_lineage,tumor_type,lymphoma_subtype,regimen,ICI_agent,ICI_class,chemotherapy_context,timing_architecture,steroid_core_regimen_available,endpoint_label_in_source,endpoint_taxonomy,safety_N,events,rate_percent,grade,source_tier,quantitative_role,source_file_or_url,extraction_note,eligibility_for_primary_pooling,reason_excluded_from_primary_pooling
KEYNOTE-189,,solid,NSCLC,,pembrolizumab plus pemetrexed-platinum,,,,concurrent_chemo_ici,no,encephalitis,strict irAE,2,2,0.5,grade >=3,appendix_audited_global_imAE,primary_endpoint_stratum,https://www.researchgate.net/publication/368705184_Pembrolizumab_Plus_Pemetrexed_and_Platinum_in_Nonsquamous_Non-Small-Cell_Lung_Cancer_5-Year_Outcomes_From_the_Phase_3_KEYNOTE-189_Study,"Appendix Table A3 row capture from a primary trial appendix. The rows are appendix-audited local extractions and remain suitable only for appendix-level sensitivity analysis, not for collapsing with non-equivalent strict definitions.",no,endpoint/source layer not eligible for primary pooling
KEYNOTE-189,,solid,NSCLC,,pembrolizumab plus pemetrexed-platinum,,,,concurrent_chemo_ici,no,type 1 diabetes mellitus,strict irAE,2,2,0.5,any grade,appendix_audited_global_imAE,primary_endpoint_stratum,https://www.researchgate.net/publication/368705184_Pembrolizumab_Plus_Pemetrexed_and_Platinum_in_Nonsquamous_Non-Small-Cell_Lung_Cancer_5-Year_Outcomes_From_the_Phase_3_KEYNOTE-189_Study,"Appendix Table A3 row capture from a primary trial appendix. The rows are appendix-audited local extractions and remain suitable only for appendix-level sensitivity analysis, not for collapsing with non-equivalent strict definitions.",no,endpoint/source layer not eligible for primary pooling
KEYNOTE-189,,solid,NSCLC,,pembrolizumab plus pemetrexed-platinum,,,,concurrent_chemo_ici,no,type 1 diabetes mellitus,strict irAE,2,2,0.5,grade >=3,appendix_audited_global_imAE,primary_endpoint_stratum,https://www.researchgate.net/publication/368705184_Pembrolizumab_Plus_Pemetrexed_and_Platinum_in_Nonsquamous_Non-Small-Cell_Lung_Cancer_5-Year_Outcomes_From_the_Phase_3_KEYNOTE-189_Study,"Appendix Table A3 row capture from a primary trial appendix. The rows are appendix-audited local extractions and remain suitable only for appendix-level sensitivity analysis, not for collapsing with non-equivalent strict definitions.",no,endpoint/source layer not eligible for primary pooling
KEYNOTE-407,,solid,NSCLC,,pembrolizumab plus chemotherapy,,,chemo-ICI,concurrent_chemo_ici,no,immune-mediated AEs and infusion reactions,immune-mediated AE/imAE,99,99,35.6,any grade,appendix_audited_global_imAE,sensitivity_endpoint_stratum,https://hal.science/hal-05036140/document,"Appendix Table A3 row capture from a primary trial appendix. The rows are appendix-audited local extractions and remain suitable only for appendix-level sensitivity analysis, not for collapsing with non-equivalent strict definitions.",no,endpoint definition is sensitivity imAE/global imAE rather than strict primary layer
KEYNOTE-407,,solid,NSCLC,,pembrolizumab plus chemotherapy,,,chemo-ICI,concurrent_chemo_ici,no,immune-mediated AEs and infusion reactions,immune-mediated AE/imAE,99,37,13.3,grade >=3,appendix_audited_global_imAE,sensitivity_endpoint_stratum,https://hal.science/hal-05036140/document,"Appendix Table A3 row capture from a primary trial appendix. The rows are appendix-audited local extractions and remain suitable only for appendix-level sensitivity analysis, not for collapsing with non-equivalent strict definitions.",no,endpoint definition is sensitivity imAE/global imAE rather than strict primary layer
KEYNOTE-407,,solid,NSCLC,,pembrolizumab plus chemotherapy,,,chemo-ICI,concurrent_chemo_ici,no,hypothyroidism,strict irAE,34,34,12.2,any grade,appendix_audited_global_imAE,primary_endpoint_stratum,https://hal.science/hal-05036140/document,"Appendix Table A3 row capture from a primary trial appendix. The rows are appendix-audited local extractions and remain suitable only for appendix-level sensitivity analysis, not for collapsing with non-equivalent strict definitions.",no,endpoint/source layer not eligible for primary pooling
KEYNOTE-407,,solid,NSCLC,,pembrolizumab plus chemotherapy,,,chemo-ICI,concurrent_chemo_ici,no,hypothyroidism,strict irAE,34,1,0.4,grade >=3,appendix_audited_global_imAE,primary_endpoint_stratum,https://hal.science/hal-05036140/document,"Appendix Table A3 row capture from a primary trial appendix. The rows are appendix-audited local extractions and remain suitable only for appendix-level sensitivity analysis, not for collapsing with non-equivalent strict definitions.",no,endpoint/source layer not eligible for primary pooling
KEYNOTE-407,,solid,NSCLC,,pembrolizumab plus chemotherapy,,,chemo-ICI,concurrent_chemo_ici,no,pneumonitis,strict irAE,23,23,8.3,any grade,appendix_audited_global_imAE,primary_endpoint_stratum,https://hal.science/hal-05036140/document,"Appendix Table A3 row capture from a primary trial appendix. The rows are appendix-audited local extractions and remain suitable only for appendix-level sensitivity analysis, not for collapsing with non-equivalent strict definitions.",no,endpoint/source layer not eligible for primary pooling
KEYNOTE-407,,solid,NSCLC,,pembrolizumab plus chemotherapy,,,chemo-ICI,concurrent_chemo_ici,no,pneumonitis,strict irAE,23,9,3.3,grade >=3,appendix_audited_global_imAE,primary_endpoint_stratum,https://hal.science/hal-05036140/document,"Appendix Table A3 row capture from a primary trial appendix. The rows are appendix-audited local extractions and remain suitable only for appendix-level sensitivity analysis, not for collapsing with non-equivalent strict definitions.",no,endpoint/source layer not eligible for primary pooling
KEYNOTE-407,,solid,NSCLC,,pembrolizumab plus chemotherapy,,,chemo-ICI,concurrent_chemo_ici,no,hyperthyroidism,strict irAE,21,21,7.6,any grade,appendix_audited_global_imAE,primary_endpoint_stratum,https://hal.science/hal-05036140/document,"Appendix Table A3 row capture from a primary trial appendix. The rows are appendix-audited local extractions and remain suitable only for appendix-level sensitivity analysis, not for collapsing with non-equivalent strict definitions.",no,endpoint/source layer not eligible for primary pooling
KEYNOTE-407,,solid,NSCLC,,pembrolizumab plus chemotherapy,,,chemo-ICI,concurrent_chemo_ici,no,hyperthyroidism,strict irAE,21,1,0.4,grade >=3,appendix_audited_global_imAE,primary_endpoint_stratum,https://hal.science/hal-05036140/document,"Appendix Table A3 row capture from a primary trial appendix. The rows are appendix-audited local extractions and remain suitable only for appendix-level sensitivity analysis, not for collapsing with non-equivalent strict definitions.",no,endpoint/source layer not eligible for primary pooling
KEYNOTE-407,,solid,NSCLC,,pembrolizumab plus chemotherapy,,,chemo-ICI,concurrent_chemo_ici,no,infusion reactions,immune-mediated AE/imAE,15,15,5.4,any grade,appendix_audited_global_imAE,sensitivity_endpoint_stratum,https://hal.science/hal-05036140/document,"Appendix Table A3 row capture from a primary trial appendix. The rows are appendix-audited local extractions and remain suitable only for appendix-level sensitivity analysis, not for collapsing with non-equivalent strict definitions.",no,endpoint definition is sensitivity imAE/global imAE rather than strict primary layer
KEYNOTE-407,,solid,NSCLC,,pembrolizumab plus chemotherapy,,,chemo-ICI,concurrent_chemo_ici,no,infusion reactions,immune-mediated AE/imAE,15,5,1.8,grade >=3,appendix_audited_global_imAE,sensitivity_endpoint_stratum,https://hal.science/hal-05036140/document,"Appendix Table A3 row capture from a primary trial appendix. The rows are appendix-audited local extractions and remain suitable only for appendix-level sensitivity analysis, not for collapsing with non-equivalent strict definitions.",no,endpoint definition is sensitivity imAE/global imAE rather than strict primary layer
KEYNOTE-407,,solid,NSCLC,,pembrolizumab plus chemotherapy,,,chemo-ICI,concurrent_chemo_ici,no,colitis,strict irAE,9,9,3.2,any grade,appendix_audited_global_imAE,primary_endpoint_stratum,https://hal.science/hal-05036140/document,"Appendix Table A3 row capture from a primary trial appendix. The rows are appendix-audited local extractions and remain suitable only for appendix-level sensitivity analysis, not for collapsing with non-equivalent strict definitions.",no,endpoint/source layer not eligible for primary pooling
KEYNOTE-407,,solid,NSCLC,,pembrolizumab plus chemotherapy,,,chemo-ICI,concurrent_chemo_ici,no,colitis,strict irAE,9,7,2.5,grade >=3,appendix_audited_global_imAE,primary_endpoint_stratum,https://hal.science/hal-05036140/document,"Appendix Table A3 row capture from a primary trial appendix. The rows are appendix-audited local extractions and remain suitable only for appendix-level sensitivity analysis, not for collapsing with non-equivalent strict definitions.",no,endpoint/source layer not eligible for primary pooling
KEYNOTE-407,,solid,NSCLC,,pembrolizumab plus chemotherapy,,,chemo-ICI,concurrent_chemo_ici,no,hepatitis,strict irAE,6,6,2.2,any grade,appendix_audited_global_imAE,primary_endpoint_stratum,https://hal.science/hal-05036140/document,"Appendix Table A3 row capture from a primary trial appendix. The rows are appendix-audited local extractions and remain suitable only for appendix-level sensitivity analysis, not for collapsing with non-equivalent strict definitions.",no,endpoint/source layer not eligible for primary pooling
KEYNOTE-407,,solid,NSCLC,,pembrolizumab plus chemotherapy,,,chemo-ICI,concurrent_chemo_ici,no,hepatitis,strict irAE,6,6,2.2,grade >=3,appendix_audited_global_imAE,primary_endpoint_stratum,https://hal.science/hal-05036140/document,"Appendix Table A3 row capture from a primary trial appendix. The rows are appendix-audited local extractions and remain suitable only for appendix-level sensitivity analysis, not for collapsing with non-equivalent strict definitions.",no,endpoint/source layer not eligible for primary pooling
KEYNOTE-407,,solid,NSCLC,,pembrolizumab plus chemotherapy,,,chemo-ICI,concurrent_chemo_ici,no,severe skin reactions,strict irAE,6,6,2.2,any grade,appendix_audited_global_imAE,primary_endpoint_stratum,https://hal.science/hal-05036140/document,"Appendix Table A3 row capture from a primary trial appendix. The rows are appendix-audited local extractions and remain suitable only for appendix-level sensitivity analysis, not for collapsing with non-equivalent strict definitions.",no,endpoint/source layer not eligible for primary pooling
KEYNOTE-407,,solid,NSCLC,,pembrolizumab plus chemotherapy,,,chemo-ICI,concurrent_chemo_ici,no,severe skin reactions,strict irAE,6,4,1.4,grade >=3,appendix_audited_global_imAE,primary_endpoint_stratum,https://hal.science/hal-05036140/document,"Appendix Table A3 row capture from a primary trial appendix. The rows are appendix-audited local extractions and remain suitable only for appendix-level sensitivity analysis, not for collapsing with non-equivalent strict definitions.",no,endpoint/source layer not eligible for primary pooling
KEYNOTE-407,,solid,NSCLC,,pembrolizumab plus chemotherapy,,,chemo-ICI,concurrent_chemo_ici,no,hypophysitis,strict irAE,4,4,1.4,any grade,appendix_audited_global_imAE,primary_endpoint_stratum,https://hal.science/hal-05036140/document,"Appendix Table A3 row capture from a primary trial appendix. The rows are appendix-audited local extractions and remain suitable only for appendix-level sensitivity analysis, not for collapsing with non-equivalent strict definitions.",no,endpoint/source layer not eligible for primary pooling
KEYNOTE-407,,solid,NSCLC,,pembrolizumab plus chemotherapy,,,chemo-ICI,concurrent_chemo_ici,no,hypophysitis,strict irAE,4,2,0.8,grade >=3,appendix_audited_global_imAE,primary_endpoint_stratum,https://hal.science/hal-05036140/document,"Appendix Table A3 row capture from a primary trial appendix. The rows are appendix-audited local extractions and remain suitable only for appendix-level sensitivity analysis, not for collapsing with non-equivalent strict definitions.",no,endpoint/source layer not eligible for primary pooling
KEYNOTE-407,,solid,NSCLC,,pembrolizumab plus chemotherapy,,,chemo-ICI,concurrent_chemo_ici,no,thyroiditis,strict irAE,3,3,1.1,any grade,appendix_audited_global_imAE,primary_endpoint_stratum,https://hal.science/hal-05036140/document,"Appendix Table A3 row capture from a primary trial appendix. The rows are appendix-audited local extractions and remain suitable only for appendix-level sensitivity analysis, not for collapsing with non-equivalent strict definitions.",no,endpoint/source layer not eligible for primary pooling
KEYNOTE-407,,solid,NSCLC,,pembrolizumab plus chemotherapy,,,chemo-ICI,concurrent_chemo_ici,no,thyroiditis,strict irAE,3,1,0.4,grade >=3,appendix_audited_global_imAE,primary_endpoint_stratum,https://hal.science/hal-05036140/document,"Appendix Table A3 row capture from a primary trial appendix. The rows are appendix-audited local extractions and remain suitable only for appendix-level sensitivity analysis, not for collapsing with non-equivalent strict definitions.",no,endpoint/source layer not eligible for primary pooling
KEYNOTE-407,,solid,NSCLC,,pembrolizumab plus chemotherapy,,,chemo-ICI,concurrent_chemo_ici,no,nephritis,strict irAE,2,2,0.7,any grade,appendix_audited_global_imAE,primary_endpoint_stratum,https://hal.science/hal-05036140/document,"Appendix Table A3 row capture from a primary trial appendix. The rows are appendix-audited local extractions and remain suitable only for appendix-level sensitivity analysis, not for collapsing with non-equivalent strict definitions.",no,endpoint/source layer not eligible for primary pooling
KEYNOTE-407,,solid,NSCLC,,pembrolizumab plus chemotherapy,,,chemo-ICI,concurrent_chemo_ici,no,nephritis,strict irAE,2,2,0.7,grade >=3,appendix_audited_global_imAE,primary_endpoint_stratum,https://hal.science/hal-05036140/document,"Appendix Table A3 row capture from a primary trial appendix. The rows are appendix-audited local extractions and remain suitable only for appendix-level sensitivity analysis, not for collapsing with non-equivalent strict definitions.",no,endpoint/source layer not eligible for primary pooling
KEYNOTE-407,,solid,NSCLC,,pembrolizumab plus chemotherapy,,,chemo-ICI,concurrent_chemo_ici,no,vasculitis,strict irAE,2,2,0.7,any grade,appendix_audited_global_imAE,primary_endpoint_stratum,https://hal.science/hal-05036140/document,"Appendix Table A3 row capture from a primary trial appendix. The rows are appendix-audited local extractions and remain suitable only for appendix-level sensitivity analysis, not for collapsing with non-equivalent strict definitions.",no,endpoint/source layer not eligible for primary pooling
KEYNOTE-407,,solid,NSCLC,,pembrolizumab plus chemotherapy,,,chemo-ICI,concurrent_chemo_ici,no,vasculitis,strict irAE,2,1,0.4,grade >=3,appendix_audited_global_imAE,primary_endpoint_stratum,https://hal.science/hal-05036140/document,"Appendix Table A3 row capture from a primary trial appendix. The rows are appendix-audited local extractions and remain suitable only for appendix-level sensitivity analysis, not for collapsing with non-equivalent strict definitions.",no,endpoint/source layer not eligible for primary pooling
KEYNOTE-407,,solid,NSCLC,,pembrolizumab plus chemotherapy,,,chemo-ICI,concurrent_chemo_ici,no,adrenal insufficiency,strict irAE,1,1,0.4,any grade,appendix_audited_global_imAE,primary_endpoint_stratum,https://hal.science/hal-05036140/document,"Appendix Table A3 row capture from a primary trial appendix. The rows are appendix-audited local extractions and remain suitable only for appendix-level sensitivity analysis, not for collapsing with non-equivalent strict definitions.",no,endpoint/source layer not eligible for primary pooling
